dataset,model,mode,query,ground_truth,prediction,EM,F1,top_doc,doc_probs,all_docs,answer_candidates,faithfulness,grounding,retrieval_recall,hallucination_score,is_hallucinated
SQuAD,mistralai/Mistral-7B-Instruct-v0.1,local,The Basilica of the Sacred heart at Notre Dame is beside to which structure?,the Main Building,"
The Basilica of the Sacred Heart at Notre Dame is beside the Arc de Triomf.",0,0.1111111111111111,"Roman Catholic, especially since the expulsion of Protestants in the 16th century. This is clear from the large number of historical churches in the region, particularly in the City of Brussels. The pre-eminent Catholic cathedral in Brussels is the Cathedral of St. Michael and St. Gudula, serving as the co-cathedral of the Archdiocese of Mechelen–Brussels. On the north-western side of the region, the National Basilica of the Sacred Heart is a Minor Basilica and parish church, as well as one of the largest churches by area in the world. The Church of Our Lady of Laeken holds the tombs of","[0.3588901460170746, 0.3257962167263031, 0.3153136074542999]","['Roman Catholic, especially since the expulsion of Protestants in the 16th century. This is clear from the large number of historical churches in the region, particularly in the City of Brussels. The pre-eminent Catholic cathedral in Brussels is the Cathedral of St. Michael and St. Gudula, serving as the co-cathedral of the Archdiocese of Mechelen–Brussels. On the north-western side of the region, the National Basilica of the Sacred Heart is a Minor Basilica and parish church, as well as one of the largest churches by area in the world. The Church of Our Lady of Laeken holds the tombs of', 'Holy Cross and St. Eulalia (Gothic) Gothic basilica of Santa Maria del Mar Gothic basilica of Santa Maria del Pi Romanesque church of Sant Pau del Camp Palau Reial Major, medieval residence of the sovereign Counts of Barcelona, later Kings of Aragon The Royal Shipyard (gothic) Monastery of Pedralbes (gothic) The Columbus Monument The Arc de Triomf, a triumphal arch built for entrance to 1888 Barcelona Universal Exposition. Expiatory church of the Sacred Heart of Jesus on the summit of Tibidabo. The Historic Building of the University of Barcelona Museums Barcelona has a great number of museums, which cover different', '(1440–1450), a massive, quadrangular Gothic tower annexed to the cathedral. Sainte-Croix church: This church, dedicated to the Holy Cross, stands on the site of a seventh-century abbey destroyed by the Saracens. Rebuilt under the Carolingians, it was again destroyed by the Normans in 845 and 864. The present building was erected and was built in the late 11th and early 12th centuries. The façade is in Romanesque style. The Gothic Saint Michel Basilica, constructed between the end of the 14th century and the 16th century. Basilica of Saint Severinus, the oldest church in Bordeaux, built in the early sixth century']",['\nThe Basilica of the Sacred Heart at Notre Dame is beside the Arc de Triomf.'],0,0.6153846153846154,0,0.18461538461538463,False
SQuAD,mistralai/Mistral-7B-Instruct-v0.1,local,What is the Grotto at Notre Dame?,a Marian place of prayer and reflection,"
The Grotto at Notre Dame is a shrine located in Aruba, accessible by one cable car. It is named after the famous French religious pilgrimage site, the Lourdes Grotto, and features a statue of the Virgin Mary.",0,0.13636363636363638,"the shoulder of the Bouzareah hills, to the north of the city. Above the altar is a statue of the Virgin depicted as a black woman. The church also contains a solid silver statue of the archangel Michael, belonging to the confraternity of Neapolitan fishermen. Villa Abd-el-Tif, former residence of the dey, was used during the French period, to accommodate French artists, chiefly painters, and winners of the Abd-el-Tif prize, among whom Maurice Boitel, for a while of two years. Nowadays, Algerian artists are back in the villa's studios. Monuments Notre Dame d'Afrique, accessible by one cable car, is one","[0.3469174802303314, 0.3345124125480652, 0.3185701072216034]","[""the shoulder of the Bouzareah hills, to the north of the city. Above the altar is a statue of the Virgin depicted as a black woman. The church also contains a solid silver statue of the archangel Michael, belonging to the confraternity of Neapolitan fishermen. Villa Abd-el-Tif, former residence of the dey, was used during the French period, to accommodate French artists, chiefly painters, and winners of the Abd-el-Tif prize, among whom Maurice Boitel, for a while of two years. Nowadays, Algerian artists are back in the villa's studios. Monuments Notre Dame d'Afrique, accessible by one cable car, is one"", '75% of the population. In addition to Catholicism, there is a diverse range of religions practiced in Aruba, including Protestantism, Islam, Hinduism, Judaism, and spiritual beliefs of the indigenous people (e.g. African diaspora reigions, Santería, or brua). Shrine The Lourdes Grotto, named after the famous French religious pilgrimage site, was constructed in 1958 by a priest named Erkamp and his parishioners. This shrine is nestled into the rocks of Seroe Preto, just off the main road to San Nicolas. Inside the cave, there is a statue of the Virgin Mary, easily visible from the main road. Each year, on February', 'characters in Roman mythology (by James Pradier): The ceiling with 21 sculpted roses: Interior of the Arc de Triomphe: There are several plaques at the foot of the monument: Access The Arc de Triomphe is accessible by the RER and Métro, with exit at the Charles de Gaulle–Étoile station. Because of heavy traffic on the roundabout of which the Arc is the centre, it is recommended that pedestrians use one of two underpasses located at the Champs Élysées and the Avenue de la Grande Armée. A lift will take visitors almost to the top – to the attic, where a']","['\nThe Grotto at Notre Dame is a shrine located in Aruba, accessible by one cable car. It is named after the famous French religious pilgrimage site, the Lourdes Grotto, and features a statue of the Virgin Mary.']",0,0.6774193548387096,0,0.2032258064516129,False
SQuAD,mistralai/Mistral-7B-Instruct-v0.1,local,What sits on top of the Main Building at Notre Dame?,a golden statue of the Virgin Mary,"
A cross and top in a turret, representing the lance of Saint George.",0,0.3,"top in a turret and cross, represents the lance of Saint George (patron saint of Catalonia, Gaudí's home), which has been plunged into the back of the dragon. In 2005, became an UNESCO World Heritage Site among the other Works of Antoni Gaudí, and is visited by people from around the world. History Initial construction (1877) The building that is now was built in 1877, commissioned by Lluís Sala Sánchez. It was a classical building without remarkable characteristics within the eclecticism traditional by the end of the 19th century. The building had a basement, a ground floor, four other floors","[0.3403862416744232, 0.3300088047981262, 0.32960495352745056]","[""top in a turret and cross, represents the lance of Saint George (patron saint of Catalonia, Gaudí's home), which has been plunged into the back of the dragon. In 2005, became an UNESCO World Heritage Site among the other Works of Antoni Gaudí, and is visited by people from around the world. History Initial construction (1877) The building that is now was built in 1877, commissioned by Lluís Sala Sánchez. It was a classical building without remarkable characteristics within the eclecticism traditional by the end of the 19th century. The building had a basement, a ground floor, four other floors"", ""deys until the close of the 19th century. The French, after their occupation of the city (1830), built a rampart, parapet and ditch, with two terminal forts, Bab Azoun باب عزون to the south and Bab-el-Oued اد to the north. The forts and part of the ramparts were demolished at the beginning of the 20th century, when a line of forts occupying the heights of Bouzareah بوزريعة (at an elevation of above the sea) took their place. Notre Dame d'Afrique, a church built (1858–1872) in a mixture of the Roman and Byzantine styles, is conspicuously situated overlooking the sea, on"", ""campus, constructed primary between 1770 and 1926, is defined by three greens: the Front or Quiet Green, the Middle or College Green, and the Ruth J. Simmons Quadrangle (historically known as Lincoln Field). A brick and wrought-iron fence punctuated by decorative gates and arches traces the block's perimeter. This section of campus is primarily Georgian and Richardsonian Romanesque in its architectural character. To the south of the central campus are academic buildings and residential quadrangles, including Wriston, Keeney, and Gregorian quadrangles. Immediately to the east of the campus core sit Sciences Park and Brown's School of Engineering. North of the""]","['\nA cross and top in a turret, representing the lance of Saint George.']",0,0.9166666666666666,0,0.27499999999999997,False
SQuAD,mistralai/Mistral-7B-Instruct-v0.1,local,When did the Scholastic Magazine of Notre dame begin publishing?,September 1876,"
I don't know.",0,0.0,winners Role-playing game magazines Science fiction organizations Magazines published in Los Angeles,"[0.3356649577617645, 0.33368968963623047, 0.3306453824043274]","['winners Role-playing game magazines Science fiction organizations Magazines published in Los Angeles', 'well-known and respected journal. Its rise, in turn, stimulated American mathematics. Norman Steenrod characterized Lefschetz\' impact as editor as follows: ""The importance to American mathematicians of a first-class journal is that it sets high standards for them to aim at. In this somewhat indirect manner, Lefschetz profoundly affected the development of mathematics in the United States."" Princeton University continued to publish the Annals on its own until 1933, when the Institute for Advanced Study took joint editorial control. Since 1998 it has been available in an electronic edition, alongside its regular print edition. The electronic edition was available without charge,', ""for more than a year or two. This incarnation of the journal ceased publication after its tenth year, in 1883, giving as an explanation Hendricks' declining health, but Hendricks made arrangements to have it taken over by new management, and it was continued from March 1884 as the Annals of Mathematics. The new incarnation of the journal was edited by Ormond Stone (University of Virginia). It moved to Harvard in 1899 before reaching its current home in Princeton in 1911. An important period for the journal was 1928–1958 with Solomon Lefschetz as editor. During this time, it became an increasingly""]","[""\nI don't know.""]",0,0.0,0,0.0,True
SQuAD,mistralai/Mistral-7B-Instruct-v0.1,local,How often is Notre Dame's the Juggler published?,twice,"
Not provided in the context.",0,0.0,"of the Angels) (1914) (1920) illustrated by Fernand Siméon Memoirs (My Friend's Book) (1885) (1899) (Little Pierre) (1918) (The Bloom of Life) (1922) Plays (1898) Crainquebille (1903) (The Man Who Married A Dumb Wife) (1908) (The Wicker Woman) (1928) Historical biography (The Life of Joan of Arc) (1908) Literary criticism Alfred de Vigny (1869) (1888) (The Latin Genius) (1909) Social criticism (The Garden of Epicurus) (1895) (1902) (1904) (1906) (1915) , in four volumes, (1949, 1953, 1964, 1973) References External links List of Works ""Anatole France, Nobel Prize Winner"" by Herbert S. Gorman, The New York Times'', 20 November 1921","[0.34157001972198486, 0.33047184348106384, 0.3279581367969513]","['of the Angels) (1914) (1920) illustrated by Fernand Siméon Memoirs (My Friend\'s Book) (1885) (1899) (Little Pierre) (1918) (The Bloom of Life) (1922) Plays (1898) Crainquebille (1903) (The Man Who Married A Dumb Wife) (1908) (The Wicker Woman) (1928) Historical biography (The Life of Joan of Arc) (1908) Literary criticism Alfred de Vigny (1869) (1888) (The Latin Genius) (1909) Social criticism (The Garden of Epicurus) (1895) (1902) (1904) (1906) (1915) , in four volumes, (1949, 1953, 1964, 1973) References External links List of Works ""Anatole France, Nobel Prize Winner"" by Herbert S. Gorman, The New York Times\'\', 20 November 1921', 'Magazine (November 6, 1950) ""Die Monstersinger"" Capp, Al, Life Magazine (March 31, 1952) ""It\'s Hideously True!!..."" Capp, Al, Real Magazine (December 1952) ""The REAL Powers in America"" Capp, Al, The World of Li\'l Abner (1953) Farrar, Straus & Young Leifer, Fred, The Li\'l Abner Official Square Dance Handbook (1953) A.S. Barnes Mikes, George, Eight Humorists (1954) Allen Wingate, (1977) Arden Library Lehrer, Tom, The Tom Lehrer Song Book, introduction by Al Capp (1954) Crown Publishers Capp, Al, Al Capp\'s Fearless Fosdick: His Life and Deaths (1956) Simon & Schuster Capp, Al, Al Capp\'s Bald Iggle: The Life it Ruins May', 'his edition Beowulf and The Fight at Finnsburg; it became the ""central source used by graduate students for the study of the poem and by scholars and teachers as the basis of their translations."" The edition included an extensive glossary of Old English terms. His third edition was published in 1936, with the last version in his lifetime being a revised reprint in 1950. Klaeber\'s text was re-presented with new introductory material, notes, and glosses, in a fourth edition in 2008. Another widely used edition is Elliott Van Kirk Dobbie\'s, published in 1953 in the Anglo-Saxon Poetic Records series. The']",['\nNot provided in the context.'],0,0.4,0,0.12,False
SQuAD,mistralai/Mistral-7B-Instruct-v0.1,local,What is the daily student paper at Notre Dame called?,The Observer,"
I don't know.",0,0.0,University faculty,"[0.3429832458496094, 0.3287777900695801, 0.3282390236854553]","['University faculty', 'include cookbooks and home improvement books. Students typically store and carry textbooks and schoolbooks for study purposes. Unpublished Many types of book are private, often filled in by the owner, for a variety of personal records. Elementary school pupils often use workbooks, which are published with spaces or blanks to be filled by them for study or homework. In US higher education, it is common for a student to take an exam using a blue book. There is a large set of books that are made only to write private ideas, notes, and accounts. These books are rarely published and', 'its 2020 ""Best Colleges for Your Money"" edition. The Wall Street Journal ranks ASU 5th in the nation for producing the best-qualified graduates, determined by a nationwide poll of corporate recruiters. ASU\'s Walter Cronkite School of Journalism and Mass Communication has been named one of America\'s top 10 journalism schools by national publications and organizations for more than a decade. The rankings include: College Magazine (10th), Quality Education and Jobs (6th), and International Student (1st). For its efforts as a national leader in campus sustainability, ASU was named one of the top 6 ""Cool Schools"" by the Sierra Club in']","[""\nI don't know.""]",0,0.0,0,0.0,True
SQuAD,mistralai/Mistral-7B-Instruct-v0.1,local,How many student news papers are found at Notre Dame?,three,"
I don't know.",0,0.0,"on a campus, and was founded in 1951. Enrollment in fall 2014 was reported to be 735. PC offers 26 programs between the main Aberdeen campus and the other campuses located throughout the state. Most of the degrees offered are in the health-care field. The student to teacher ratio is 12:1. Presentation's mascot is the Saint, giving it the nickname the Presentation College Saints. Presentation College announced that it would no longer take new enrollments, and close the college at the end of the summer semester in 2023. Media The American News was founded as a weekly newspaper in 1885,","[0.3527267277240753, 0.3293866515159607, 0.3178865909576416]","[""on a campus, and was founded in 1951. Enrollment in fall 2014 was reported to be 735. PC offers 26 programs between the main Aberdeen campus and the other campuses located throughout the state. Most of the degrees offered are in the health-care field. The student to teacher ratio is 12:1. Presentation's mascot is the Saint, giving it the nickname the Presentation College Saints. Presentation College announced that it would no longer take new enrollments, and close the college at the end of the summer semester in 2023. Media The American News was founded as a weekly newspaper in 1885,"", ""including the Interfraternity Council (IFC), Multicultural Greek Council (MGC), National Association of Latino Fraternal Organizations (NALFO), National Pan-Hellenic Council (NPHC), Panhellenic Association (PHA), and the Professional Fraternity Council (PFC). Student media The State Press is the university's independent, student-operated news publication. The State Press covers news and events on all four ASU campuses. Student editors and managers are solely responsible for the content of the State Press website. These publications are overseen by an independent board and guided by a professional adviser employed by the university. The Downtown Devil is a student-run news publication website for the Downtown Phoenix Campus,"", 'several English media organisations operate in Brussels. The most popular of these are the English-language daily news media platform and bi-monthly magazine The Brussels Times and the quarterly magazine and website The Bulletin. The multilingual pan-European news channel Euronews also maintains an office in Brussels. Education Tertiary education There are several universities in Brussels. Except for the Royal Military Academy, a federal military college established in 1834, all universities in Brussels are private and autonomous. The Royal Military Academy also the only Belgian university organised on the boarding school model. The Université libre de Bruxelles (ULB), a French-speaking university, with']","[""\nI don't know.""]",0,0.0,0,0.0,True
SQuAD,mistralai/Mistral-7B-Instruct-v0.1,local,In what year did the student paper Common Sense begin publication at Notre Dame?,1987,"
I don't know.",0,0.0,"the third year, as Part III only emerged as a separate degree in 1934) from February 1931 to November 1934 at King's College, Cambridge, where he was awarded first-class honours in mathematics. His dissertation, On the Gaussian error function, written during his senior year and delivered in November 1934 (with a deadline date of 6 December) proved a version of the central limit theorem. It was finally accepted on 16 March 1935. By spring of that same year, Turing started his master's course (Part III)—which he completed in 1937—and, at the same time, he published his first paper, a one-page","[0.33814969658851624, 0.33348047733306885, 0.32836976647377014]","[""the third year, as Part III only emerged as a separate degree in 1934) from February 1931 to November 1934 at King's College, Cambridge, where he was awarded first-class honours in mathematics. His dissertation, On the Gaussian error function, written during his senior year and delivered in November 1934 (with a deadline date of 6 December) proved a version of the central limit theorem. It was finally accepted on 16 March 1935. By spring of that same year, Turing started his master's course (Part III)—which he completed in 1937—and, at the same time, he published his first paper, a one-page"", 'of their education"" and ""teach students how to think rather than just teaching facts"". Members of the GISP, Ira Magaziner and Elliot Maxwell published a paper of their findings titled, ""Draft of a Working Paper for Education at Brown University."" The paper made proposals for a new curriculum, including interdisciplinary freshman-year courses that would introduce ""modes of thought,"" with instruction from faculty from different disciplines as well as for an end to letter grades. The following year Magaziner began organizing the student body to press for the reforms, organizing discussions and protests. In 1968, university president Ray Heffner established a', 'Other Essays, London: Macmillan. (Essays on truth, privacy and private languages, laws of nature, the concept of a person, probability.) 1967, ""Has Austin Refuted the Sense-Datum Theory?"" Synthese vol. XVIII, pp. 117–140. (Reprinted in Ayer 1969). 1968, The Origins of Pragmatism, London: Macmillan. 1969, Metaphysics and Common Sense, London: Macmillan. (Essays on knowledge, man as a subject for science, chance, philosophy and politics, existentialism, metaphysics, and a reply to Austin on sense-data theory [Ayer 1967].) 1971, Russell and Moore: The Analytical Heritage, London: Macmillan. 1972, Probability and Evidence, London: Macmillan. 1972, Russell, London: Fontana Modern Masters. 1973, The Central Questions']","[""\nI don't know.""]",0,0.0,0,0.0,True
SQuAD,mistralai/Mistral-7B-Instruct-v0.1,local,Where is the headquarters of the Congregation of the Holy Cross?,Rome,"
I don't know.",0,0.0,"held in the Market Hall, for example: Tuesdays, Fridays and Saturdays – retail market; Wednesdays – flea market; fourth Thursday of each month – farmers' market; third Sunday of each month – antique fair; second Saturday of each month – craft fair. The Church in Wales church of the Holy Trinity is in the Diocese of Monmouth. Holy Trinity Church was consecrated by the Bishop of Llandaff on 6 November 1840. It was originally built as a chapel to serve the adjacent almshouses and the nearby school. It has been Grade II listed since January 1974. Other listed buildings in","[0.3392855226993561, 0.3327578604221344, 0.3279566168785095]","[""held in the Market Hall, for example: Tuesdays, Fridays and Saturdays – retail market; Wednesdays – flea market; fourth Thursday of each month – farmers' market; third Sunday of each month – antique fair; second Saturday of each month – craft fair. The Church in Wales church of the Holy Trinity is in the Diocese of Monmouth. Holy Trinity Church was consecrated by the Bishop of Llandaff on 6 November 1840. It was originally built as a chapel to serve the adjacent almshouses and the nearby school. It has been Grade II listed since January 1974. Other listed buildings in"", 'Church of Scotland', ""and became Saint Louis Abbey in its own right in 1989. As of 2015, the English Congregation consists of three abbeys of nuns and ten abbeys of monks. Members of the congregation are found in England, Wales, the United States of America, Peru and Zimbabwe. In England there are also houses of the Subiaco Cassinese Congregation: Farnborough, Prinknash, and Chilworth: the Solesmes Congregation, Quarr and St Cecilia's on the Isle of Wight, as well as a diocesan monastery following the Rule of Saint Benedict: The Community of Our Lady of Glastonbury. Since the Oxford Movement, there has also been a""]","[""\nI don't know.""]",0,0.0,0,0.0,True
SQuAD,mistralai/Mistral-7B-Instruct-v0.1,local,What is the primary seminary of the Congregation of the Holy Cross?,Moreau Seminary,"
I don't know.",0,0.0,Church of Scotland,"[0.36390531063079834, 0.32421767711639404, 0.3118770122528076]","['Church of Scotland', 'several kinds of priest....ministries, the bishop is the highest. Nearly all bishops are set in line directly from the chief apostle. They support and help their superior apostle. Pentecostalism Church of God in Christ In the Church of God in Christ (COGIC), the ecclesiastical structure is composed of large dioceses that are called ""jurisdictions"" within COGIC, each under the authority of a bishop, sometimes called ""state bishops"". They can either be made up of large geographical regions of churches or churches that are grouped and organized together as their own separate jurisdictions because of similar affiliations, regardless of geographical location', ""Benedictine Confederation Catholic religious order Cistercians French Romanesque architecture Sisters of Social Service Trappists References Further reading Dom Columba Marmion, Christ the Ideal of the Monk – Spiritual Conferences on the Monastic and Religious Life (Engl. edition London 1926, trsl. from the French by a nun of Tyburn Convent). Mariano Dell'Omo, Storia del monachesimo occidentale dal medioevo all'età contemporanea. Il carisma di san Benedetto tra VI e XX secolo. Jaca Book, Milano 2011. External links Confoederatio Benedictina Ordinis Sancti Benedicti, the Benedictine Confederation of Congregations (archived 4 July 2008) Links of the Congregations Saint Vincent Archabbey (archived 29 June 2016)""]","[""\nI don't know.""]",0,0.0,0,0.0,True
SQuAD,mistralai/Mistral-7B-Instruct-v0.1,local,What is the oldest structure at Notre Dame?,Old College,"
Notre Dame d'Afrique, a church built (1858–1872) in a mixture of the Roman and Byzantine styles, is conspicuously situated overlooking the sea, on the remaining gate in the medieval walls. It was the belfry of the old Town Hall. It consists of two circular towers and a central bell tower housing a bell weighing . The clock is from 1759.",0,0.03278688524590164,"deys until the close of the 19th century. The French, after their occupation of the city (1830), built a rampart, parapet and ditch, with two terminal forts, Bab Azoun باب عزون to the south and Bab-el-Oued اد to the north. The forts and part of the ramparts were demolished at the beginning of the 20th century, when a line of forts occupying the heights of Bouzareah بوزريعة (at an elevation of above the sea) took their place. Notre Dame d'Afrique, a church built (1858–1872) in a mixture of the Roman and Byzantine styles, is conspicuously situated overlooking the sea, on","[0.3396563231945038, 0.3395408093929291, 0.32080286741256714]","[""deys until the close of the 19th century. The French, after their occupation of the city (1830), built a rampart, parapet and ditch, with two terminal forts, Bab Azoun باب عزون to the south and Bab-el-Oued اد to the north. The forts and part of the ramparts were demolished at the beginning of the 20th century, when a line of forts occupying the heights of Bouzareah بوزريعة (at an elevation of above the sea) took their place. Notre Dame d'Afrique, a church built (1858–1872) in a mixture of the Roman and Byzantine styles, is conspicuously situated overlooking the sea, on"", ""remaining gate in the medieval walls. It was the belfry of the old Town Hall. It consists of two circular towers and a central bell tower housing a bell weighing . The clock is from 1759. Grande Synagogue, completed 1882 Rue Sainte-Catherine, the longest pedestrian street in France Darwin ecosystem, alternative place into former military barracks The BETASOM submarine base Contemporary architecture Cité Frugès, district of Pessac, built by Le Corbusier, 1924–1926, listed as UNESCO heritage Fire Station, la Benauge, Claude Ferret/Adrien Courtois/Yves Salier, 1951–1954 Mériadeck district, 1960-70's Court of first instance, Richard Rogers, 1998 CTBA, wood and furniture research"", ""University of Notre Dame du Lac in Notre Dame, Indiana, the Zahm Hall Chapel is dedicated to St. Albert the Great. Fr. John Zahm, C.S.C., after whom the men's residence hall is named, looked to St. Albert's example of using religion to illumine scientific discovery. Fr. Zahm's work with the Bible and evolution is sometimes seen as a continuation of St. Albert's legacy. The second largest student's fraternity of the Netherlands, located in the city of Groningen, is named Albertus Magnus, in honor of the saint. The Colegio Cientifico y Artistico de San Alberto, Hopelawn, New Jersey, USA with a""]","[""\nNotre Dame d'Afrique, a church built (1858–1872) in a mixture of the Roman and Byzantine styles, is conspicuously situated overlooking the sea, on the remaining gate in the medieval walls. It was the belfry of the old Town Hall. It consists of two circular towers and a central bell tower housing a bell weighing . The clock is from 1759.""]",0,0.6744186046511628,0,0.2023255813953488,False
SQuAD,mistralai/Mistral-7B-Instruct-v0.1,local,What individuals live at Fatima House at Notre Dame?,Retired priests and brothers,"
I don't know.",0,0.0,"75% of the population. In addition to Catholicism, there is a diverse range of religions practiced in Aruba, including Protestantism, Islam, Hinduism, Judaism, and spiritual beliefs of the indigenous people (e.g. African diaspora reigions, Santería, or brua). Shrine The Lourdes Grotto, named after the famous French religious pilgrimage site, was constructed in 1958 by a priest named Erkamp and his parishioners. This shrine is nestled into the rocks of Seroe Preto, just off the main road to San Nicolas. Inside the cave, there is a statue of the Virgin Mary, easily visible from the main road. Each year, on February","[0.34266167879104614, 0.3401740789413452, 0.31716424226760864]","['75% of the population. In addition to Catholicism, there is a diverse range of religions practiced in Aruba, including Protestantism, Islam, Hinduism, Judaism, and spiritual beliefs of the indigenous people (e.g. African diaspora reigions, Santería, or brua). Shrine The Lourdes Grotto, named after the famous French religious pilgrimage site, was constructed in 1958 by a priest named Erkamp and his parishioners. This shrine is nestled into the rocks of Seroe Preto, just off the main road to San Nicolas. Inside the cave, there is a statue of the Virgin Mary, easily visible from the main road. Each year, on February', 'at the Church of St Mary Magdalene, Hucknall', 'The autonomous houses are characterised by their chosen charism or specific dedication to a particular devotion. For example, In 1313 Bernardo Tolomei established the Order of Our Lady of Mount Olivet. The community adopted the Rule of Saint Benedict and received canonical approval in 1344. The Olivetans are part of the Benedictine Confederation. Other specialisms, such as Gregorian chant as at Solesmes in France, or Perpetual Adoration of the Holy Sacrament have been adopted by different houses, as at the Warsaw Convent, or the Adorers of the Sacred Heart of Montmartre at Tyburn Convent in London. Other houses have dedicated']","[""\nI don't know.""]",0,0.0,0,0.0,True
SQuAD,mistralai/Mistral-7B-Instruct-v0.1,local,Which prize did Frederick Buechner create?,Buechner Prize for Preaching,"
I don't know.",0,0.0,"1960s. One of the most important contributions of the Bauhaus is in the field of modern furniture design. The characteristic Cantilever chair and Wassily Chair designed by Marcel Breuer are two examples. (Breuer eventually lost a legal battle in Germany with Dutch architect/designer Mart Stam over patent rights to the cantilever chair design. Although Stam had worked on the design of the Bauhaus's 1923 exhibit in Weimar, and guest-lectured at the Bauhaus later in the 1920s, he was not formally associated with the school, and he and Breuer had worked independently on the cantilever concept, leading to the patent dispute.)","[0.3382016122341156, 0.3314376175403595, 0.3303607702255249]","[""1960s. One of the most important contributions of the Bauhaus is in the field of modern furniture design. The characteristic Cantilever chair and Wassily Chair designed by Marcel Breuer are two examples. (Breuer eventually lost a legal battle in Germany with Dutch architect/designer Mart Stam over patent rights to the cantilever chair design. Although Stam had worked on the design of the Bauhaus's 1923 exhibit in Weimar, and guest-lectured at the Bauhaus later in the 1920s, he was not formally associated with the school, and he and Breuer had worked independently on the cantilever concept, leading to the patent dispute.)"", '1920) 1877 – Alfred Kubin, Austrian author and illustrator (d. 1959) 1879 – Bernhard Gregory, Estonian-German chess player (d. 1939) 1879 – Coenraad Hiebendaal, Dutch rower and physician (d. 1921) 1880 – Frances Perkins, American sociologist, academic, and politician, United States Secretary of Labor (d. 1965) 1880 – Montague Summers, English clergyman and author (d. 1948) 1886 – Johnny Hayes, American runner and trainer (d. 1965) 1887 – Bernardo Houssay, Argentinian physiologist and academic, Nobel Prize laureate (d. 1971) 1889 – Louis Rougier, French philosopher from the Vienna Circle (d. 1982) 1891 – Frank Barson, English footballer and coach (d.', 'saint (b. 1894) 1941 – Paul Sabatier, French chemist and academic, Nobel Prize laureate (b. 1854) 1943 – Joe Kelley, American baseball player and manager (b. 1871) 1948 – Eliška Misáková, Czech gymnast (b. 1926) 1951 – William Randolph Hearst, American publisher and politician, founded the Hearst Corporation (b. 1863) 1954 – Hugo Eckener, German pilot and designer (b. 1868) 1955 – Herbert Putnam, American lawyer and publisher, Librarian of Congress (b. 1861) 1956 – Bertolt Brecht, German poet, playwright, and director (b. 1898) 1956 – Konstantin von Neurath, German lawyer and politician, Reich Minister of Foreign Affairs (b. 1873)']","[""\nI don't know.""]",0,0.0,0,0.0,True
SQuAD,mistralai/Mistral-7B-Instruct-v0.1,local,How many BS level degrees are offered in the College of Engineering at Notre Dame?,eight,"
I don't know. The provided context does not mention the College of Engineering at Notre Dame.",0,0.0,"design and pursue independent concentrations. Around 35 percent of undergraduates pursue graduate or professional study immediately, 60 percent within 5 years, and 80 percent within 10 years. For the Class of 2009, 56 percent of all undergraduate alumni have since earned graduate degrees. Among undergraduate alumni who go on to receive graduate degrees, the most common degrees earned are J.D. (16%), M.D. (14%), M.A. (14%), M.Sc. (14%), and Ph.D. (11%). The most common institutions from which undergraduate alumni earn graduate degrees are Brown University, Columbia University, and Harvard University. The highest fields of employment for undergraduate alumni ten years after","[0.34822240471839905, 0.3317505419254303, 0.3200269639492035]","['design and pursue independent concentrations. Around 35 percent of undergraduates pursue graduate or professional study immediately, 60 percent within 5 years, and 80 percent within 10 years. For the Class of 2009, 56 percent of all undergraduate alumni have since earned graduate degrees. Among undergraduate alumni who go on to receive graduate degrees, the most common degrees earned are J.D. (16%), M.D. (14%), M.A. (14%), M.Sc. (14%), and Ph.D. (11%). The most common institutions from which undergraduate alumni earn graduate degrees are Brown University, Columbia University, and Harvard University. The highest fields of employment for undergraduate alumni ten years after', '""college of business and economics"" though in the UK ""faculty"" is more often used. Institutions in the US that offer two to four years of post-high school education often have the word college as part of their name, while those offering more advanced degrees are called a university. (There are exceptions: Boston College, Dartmouth College and the College of William & Mary are examples of colleges that offer advanced degrees, while Vincennes University is an unusual example of a ""university"" that offers only associate degrees in the vast majority of its academic programs.) American students who pursue a bachelor\'s degree', 'degree in about 50 areas of study. Joint programs for the Bachelor of Science and other degrees exist with Columbia University, Juilliard School, and The Jewish Theological Seminary. The most popular majors at the college by 2021 graduates, were .: Econometrics and Quantitative Economics (62) Research and Experimental Psychology (56) History (43) English Language and Literature (39) Political Science and Government (36) Neuroscience (33) Art History, Criticism and Conservation (33) The liberal arts general education requirements are collectively called Foundations. Students must take two courses in the sciences (one of which must be accompanied by a laboratory course), study a']","[""\nI don't know. The provided context does not mention the College of Engineering at Notre Dame.""]",0,0.26666666666666666,0,0.08,True
